"code","run_count","mn_dstn","imd","d_income","d_employment","d_education","d_health","d_crime","d_housing","d_enviroment","total_pop","perc_non_working_age","pop_density","perc_bme"
"E01024057",22,6.784,8.207,0.067,0.057,12.863,-0.534,-0.395,13.01,5.283,1816,0.579295154185022,1798.02,0.0161830357142857
"E01024058",7,6.251,11.191,0.068,0.059,16.679,-0.69,-1.35,32.118,6.396,1677,0.466308884913536,1552.78,0.0285359801488834
"E01024059",5,7.206,27.828,0.184,0.16,31.41,0.59,0.121,20.028,4.714,1519,0.525345622119816,2052.7,0.0451275343361675
"E01024060",45,6.125,11.265,0.079,0.051,13.29,-0.23,0.348,15.236,12.256,1552,0.446520618556701,5542.86,0.0460223537146615
"E01024061",2,5.852,41.776,0.265,0.196,50.461,0.562,0.596,38.051,5.529,1601,0.505309181761399,3638.64,0.0307486631016043
"E01024062",28,5.446,15.839,0.094,0.082,14.656,-0.511,0.206,30.312,11.933,1973,0.459199189052205,467.54,0.032133676092545
"E01024063",65,6.344,10.512,0.056,0.048,9.799,-0.072,0.17,24.549,8.999,1577,0.46290424857324,3584.09,0.026434558349452
"E01024064",111,8.167,14.376,0.081,0.065,13.585,-0.482,0.589,30.521,2.857,2377,0.468657972233908,1857.03,0.0386513157894737
"E01024065",39,7.345,18.881,0.104,0.094,25.177,0.049,0.525,24.161,2.456,2057,0.499756927564414,351.02,0.0193836978131213
"E01024066",3,7.504,34.165,0.2,0.183,50.189,0.621,0.094,27.199,5.791,1605,0.474766355140187,5534.48,0.0282131661442007
"E01024067",93,2.595,14.742,0.045,0.04,7.279,-0.415,0.093,42.055,34.838,1148,0.507839721254355,92.21,0.0565371024734982
"E01024068",358,0.953,7.687,0.057,0.036,2.983,-0.643,-0.179,29.034,6.032,1648,0.467233009708738,1318.4,0.128608923884514
"E01024069",21,6.784,14.188,0.077,0.057,6.256,-0.607,1.159,7.457,30.386,1459,0.409869773817683,7678.95,0.0326086956521739
"E01024070",37,6.764,15.291,0.107,0.064,7.474,0.007,0.716,11.929,24.023,1371,0.452224653537564,2797.96,0.0327402135231317
"E01024071",26,6.934,15.771,0.108,0.091,12.105,-0.131,0.608,12.532,10.507,1668,0.413669064748201,6177.78,0.0386444708680143
"E01024072",7,7.133,17.043,0.092,0.066,9.899,-0.174,1.015,13.118,32.86,1176,0.353741496598639,4704,0.0392749244712991
"E01024073",27,8.844,13.33,0.09,0.072,21.432,-0.28,-0.392,23.551,3.406,2601,0.451749327181853,3171.95,0.0122261844116148
"E01024074",5,8.905,5.151,0.05,0.043,10.297,-0.611,-0.81,11.323,2.653,1481,0.49966239027684,4487.88,0.0219414893617021
"E01024075",6,8.042,20.894,0.108,0.146,23.101,0.61,-0.565,14.343,7.576,1722,0.495934959349594,1163.51,0.0196681007990166
"E01024076",8,9.373,9.29,0.068,0.057,11.25,-0.564,-0.531,21.899,9.732,1827,0.426382047071702,730.8,0.0224
"E01024077",8,7.491,9.26,0.069,0.053,9.326,-0.75,-0.36,25.46,7.942,1475,0.467796610169491,252.57,0.0414683888511217
"E01024078",3,9.41,36.338,0.249,0.156,29.595,0.669,1.039,18.1,31.961,1846,0.442036836403034,8790.48,0.0495226730310262
"E01024079",39,8.744,16.136,0.105,0.093,18.623,0.013,0.225,11.545,12.979,1577,0.551680405833862,5437.93,0.0234427327528466
"E01024080",23,9.675,41.001,0.209,0.193,33.025,1.164,1.309,16.381,34.085,1370,0.455474452554745,8562.5,0.029433962264151
"E01024081",3,9.104,46.442,0.266,0.252,21.946,0.964,1.378,20.256,33.932,1567,0.477345245692406,6529.17,0.0324633991088479
"E01024082",16,9.314,18.183,0.135,0.089,15.989,-0.3,0.798,10.927,17.686,1607,0.452395768512757,6428,0.0469416785206259
"E01024083",0,9.034,33.917,0.22,0.185,33.412,0.711,0.798,17.7,8.609,1406,0.527027027027027,4535.48,0.0218978102189781
"E01024084",36,7.949,16.232,0.109,0.086,15.696,-0.003,-0.672,19.722,25.668,1153,0.477016478751084,138.25,0.0271691498685364
"E01024085",193,8.739,7.87,0.043,0.033,3.292,-0.939,-0.57,28,26.744,1667,0.493101379724055,76.75,0.0215599239061509
"E01024086",126,7.553,21.167,0.128,0.106,23.725,0.202,0.009,18.059,28.272,2239,0.414024117909781,302.16,0.0676728334956183
"E01024087",59,9.919,24.507,0.083,0.115,13.383,-0.15,0.564,33.39,49.148,1306,0.503062787136294,60.02,0.0384615384615384
"E01024088",197,7.471,8.255,0.053,0.047,3.19,-0.301,-0.45,24.021,15.298,1520,0.522368421052632,190.48,0.0281150159744409
"E01024089",145,8.283,7.609,0.039,0.046,2.586,-0.942,-0.696,33.747,9.259,1211,0.498761354252684,88.14,0.049455155071249
"E01024090",91,3.164,27.712,0.144,0.075,61.019,0.535,0.886,20.451,11.223,2889,0.212530287296642,6565.91,0.177432542927228
"E01024091",2,3.525,35.166,0.248,0.168,51.826,0.441,0.687,18.982,4.988,1412,0.34985835694051,1721.95,0.0943396226415094
"E01024092",73,3.091,29.198,0.179,0.136,25.861,0.882,0.694,25.721,5.013,1794,0.254180602006689,6644.44,0.113899613899614
"E01024093",74,2.824,34.192,0.198,0.154,37.767,0.893,1.128,19.232,11.887,1808,0.29646017699115,4520,0.119032463399109
"E01024094",39,11.157,13.82,0.082,0.096,16.73,0.051,-0.528,17.911,4.518,2466,0.506488240064882,354.31,0.014338385907415
"E01024095",4,9.677,20.71,0.129,0.137,12.128,0.545,-0.096,15.049,13.895,1454,0.491746905089409,3461.9,0.024798927613941
"E01024096",2,10.584,13.564,0.08,0.088,22.484,0.104,-0.576,13.919,2.496,1776,0.580518018018018,2501.41,0.0235955056179775
"E01024097",11,10.102,11.856,0.103,0.06,10.793,-0.158,-0.768,25.37,4.27,1522,0.592641261498029,2271.64,0.0214007782101168
"E01024098",11,9.526,9.516,0.069,0.056,12.241,-0.456,-0.495,24.035,3.388,1612,0.55272952853598,3663.64,0.0144654088050314
"E01024099",29,2.188,29.837,0.152,0.098,52.078,0.824,0.581,33.083,1.847,1652,0.228813559322034,8694.74,0.125333333333333
"E01024100",168,1.762,8.857,0.053,0.027,19.712,-0.541,0.092,23.358,3.455,1984,0.207157258064516,4133.33,0.154965211891208
"E01024101",100,2.425,13.687,0.068,0.041,27.947,-0.331,0.343,30.464,2.05,2066,0.212003872216844,2648.72,0.148590021691974
"E01024102",178,1.834,6.409,0.04,0.032,3.907,-0.828,-0.015,24.428,10.883,2015,0.270471464019851,4287.23,0.140181611804767
"E01024103",26,1.733,27.265,0.176,0.111,32.674,0.72,0.079,32.785,4.255,1775,0.28169014084507,8875,0.0834355828220859
"E01024104",160,2.21,6.692,0.039,0.023,4.112,-0.805,0.27,25.66,7.552,2229,0.270076267384477,8573.08,0.135162094763092
"E01024105",8,6.099,11.114,0.078,0.092,14.895,-0.444,-0.489,11.853,1.487,1624,0.524014778325123,3314.29,0.026797385620915
"E01024106",17,6.054,8.006,0.062,0.057,6.841,-0.574,-0.157,18.506,4.576,1547,0.539754363283775,3363.04,0.0297845373891001
"E01024107",13,5.592,5.629,0.036,0.038,9.968,-1.079,-0.706,24.063,4.972,1671,0.46918013165769,1671,0.0395634379263301
"E01024108",11,6.545,41.141,0.23,0.204,49.273,0.763,1.073,29.553,4.294,1210,0.504132231404959,403.33,0.0226876090750436
"E01024109",101,5.81,11.435,0.064,0.058,14.804,-0.462,0.151,27.052,3.395,2380,0.526470588235294,384.49,0.0315976858032933
"E01024110",56,4.31,18.873,0.095,0.066,13.062,-0.017,0.461,33.341,29.622,1329,0.518434913468774,126.33,0.028324154209284
"E01024111",36,4.924,25.028,0.172,0.128,33.06,0.216,0.354,22.261,4.442,1508,0.448275862068966,1370.91,0.025440313111546
"E01024112",52,5.119,7.887,0.052,0.052,13.341,-0.089,-0.352,8.484,5.562,1563,0.501599488163788,5041.94,0.0363057324840764
"E01024113",62,4.775,11.39,0.092,0.075,8.528,-0.283,-0.33,17.339,9.748,1513,0.527428949107733,630.42,0.0845921450151057
"E01024114",42,6.954,4.33,0.042,0.045,3.289,-1.056,-0.436,9.298,10.644,1783,0.52103196859226,4571.79,0.0209302325581395
"E01024115",78,6.903,4.44,0.051,0.04,8.046,-0.805,-0.929,10.624,4.541,1503,0.569527611443779,3757.5,0.0143575017946878
"E01024116",63,7.056,5.752,0.064,0.047,2.33,-0.896,-0.004,8.739,5.2,1626,0.54920049200492,3011.11,0.04
"E01024117",2,8.503,14.861,0.085,0.105,17.373,-0.153,0.034,16.919,5.238,1448,0.547651933701657,3712.82,0.0155367231638418
"E01024118",8,8.445,20.269,0.131,0.108,30.727,-0.026,0.302,9.918,16.657,1895,0.487071240105541,5742.42,0.0306919642857143
"E01024119",21,8.12,30.654,0.213,0.173,39.637,0.552,-0.002,17.867,8.119,1673,0.444710101613867,5576.67,0.0252307692307693
"E01024120",2,7.847,22.887,0.138,0.128,31.247,0.133,-0.498,27.568,11.391,1640,0.532317073170732,1640,0.0191693290734825
"E01024121",171,2.059,12.026,0.054,0.046,3.657,-0.092,0.388,19.085,35.266,1816,0.283590308370044,8254.55,0.107569721115538
"E01024122",92,1.997,17.814,0.116,0.066,18.215,0.395,0.259,28.649,3.995,1428,0.411064425770308,3038.3,0.115849324804549
"E01024123",253,1.43,7.502,0.036,0.032,6.076,-0.652,-0.672,33.909,7.755,1776,0.373873873873874,3229.09,0.114823815309842
"E01024124",53,2.754,13.38,0.034,0.013,20.209,-0.546,1.1,18.119,32.874,1669,0.35230677052127,7256.52,0.129770992366412
"E01024126",13,2.425,34.084,0.221,0.165,41.261,0.883,0.396,25.056,5.691,1531,0.375571521881123,6656.52,0.113107119095143
"E01024127",127,3.564,13.352,0.066,0.052,9.296,-0.439,0.403,36.959,6.566,1545,0.505501618122977,332.26,0.0489690721649485
"E01024128",60,3.446,40.861,0.219,0.14,57.694,0.926,1.056,39.414,9.861,1826,0.342278203723987,2685.29,0.0656626506024096
"E01024129",77,3.296,13.897,0.063,0.048,6.365,0.268,0.646,22.638,23.459,2072,0.177123552123552,8633.33,0.111619919862622
"E01024130",180,3.446,14.298,0.096,0.067,9.509,0.036,0.262,24.538,9.976,2952,0.314024390243902,1929.41,0.0931333859510655
"E01024131",265,3.738,11.33,0.066,0.063,1.403,-0.299,0.54,18.646,18.883,1558,0.379332477535302,4721.21,0.113266583229036
"E01024132",30,3.564,23.381,0.135,0.094,32.082,-0.328,0.268,33.499,24.572,1256,0.436305732484076,1874.63,0.0614307931570762
"E01024133",265,2.793,14.063,0.085,0.048,8.902,-0.11,0.304,30.53,18.146,1395,0.376344086021505,609.17,0.163369963369963
"E01024134",120,5.015,23.592,0.101,0.071,33.783,-0.149,1.117,31.455,24.714,1663,0.456404088995791,492.01,0.0590383444917834
"E01024135",59,3.485,36.381,0.166,0.117,45.486,1.003,0.954,34.23,33.051,1461,0.474332648870637,295.75,0.0701262272089762
"E01024136",297,0.995,15.828,0.052,0.054,13.766,-0.202,0.071,20.535,54.564,1519,0.361421988150099,3997.37,0.159354838709677
"E01024137",262,0.667,12.669,0.043,0.038,14.258,-0.42,0.774,14.984,36.709,1486,0.42328398384926,2008.11,0.151555261416281
"E01024138",219,1.783,21.666,0.118,0.077,19.111,0.128,0.687,17.633,41.963,1953,0.452124935995904,1395,0.141988950276243
"E01024139",86,2.185,6.962,0.028,0.033,12.283,-0.61,0.192,11.234,19.643,1808,0.463495575221239,6457.14,0.124220079410096
"E01024140",252,4.063,12.148,0.058,0.045,8.58,-0.654,0.278,36.026,14.366,2957,0.309773419005749,5187.72,0.170876671619614
"E01024141",84,4.837,14.828,0.092,0.049,14.157,-0.398,0.864,20.49,21.512,1653,0.406533575317604,513.35,0.0920475892298059
"E01024142",105,5.287,19.311,0.097,0.054,33.114,-0.437,0.672,32.121,20.164,3348,0.316606929510155,4782.86,0.120411160058737
"E01024143",127,4.814,7.523,0.044,0.029,4.565,-1.233,0.843,16.933,10.499,2668,0.314467766116941,6204.65,0.151380231522707
"E01024144",273,0.93,5.875,0.019,0.026,7.3,-0.563,-0.377,18.082,21.713,1487,0.41492938802959,5507.41,0.111258278145695
"E01024145",283,0.754,9.831,0.037,0.044,9.387,-0.74,0.32,25.543,22.355,1588,0.44647355163728,2785.96,0.171165644171779
"E01024146",111,0.59,7.827,0.032,0.032,6.656,-0.729,0.226,20.205,25.089,1441,0.462873004857738,980.27,0.106926698049765
"E01024147",454,1.148,7.722,0.029,0.035,8.911,-0.694,0.231,16.201,25.311,1710,0.418713450292398,5896.55,0.152148664343786
"E01024148",51,1.668,50.311,0.3,0.229,40.747,1.102,1.664,26.333,19.153,1768,0.45079185520362,1804.08,0.121863799283154
"E01024149",167,2.098,21.336,0.109,0.073,21.75,-0.215,0.809,40.079,9.445,4053,0.373303725635332,1135.29,0.18842530282638
"E01024150",50,2.016,5.593,0.032,0.039,10.07,-1.157,0.042,11.361,13.369,1558,0.532734274711168,837.63,0.0897097625329816
"E01024151",197,2.048,4.644,0.032,0.041,7.612,-1.037,-0.721,13.695,14.027,1471,0.583956492182189,850.29,0.055904961565339
"E01024152",128,1.124,15.92,0.078,0.072,11.733,-0.329,0.832,22.337,22.751,2916,0.380315500685871,2580.53,0.170244821092279
"E01024153",64,1.454,4.988,0.039,0.035,9.698,-0.763,-0.722,10.691,14.972,1377,0.486564996368918,2810.2,0.0737588652482269
"E01024154",216,1.822,34.873,0.178,0.152,29.3,0.586,1.573,20.765,31.991,1274,0.445839874411303,5096,0.140600315955766
"E01024155",37,2.05,40.213,0.235,0.17,48.531,0.451,1.52,25.66,21.56,1670,0.417964071856287,943.5,0.146112600536193
"E01024156",95,1.284,18.648,0.096,0.063,15.211,-0.459,0.992,29.194,25.891,1787,0.311135982092893,8122.73,0.208082026537998
"E01024157",30,6.94,14.098,0.06,0.048,10.828,-0.359,0.307,37.689,18.607,1734,0.478662053056517,187.87,0.0352449223416965
"E01024158",161,7.341,12.29,0.074,0.07,11.215,-0.463,0.343,13.429,21.771,1939,0.49922640536359,1175.15,0.0628205128205128
"E01024159",222,5.931,7.602,0.031,0.036,6.614,-1.159,-0.727,35.349,11.41,1592,0.505025125628141,1516.19,0.041851616994293
"E01024160",246,6.488,8.19,0.028,0.028,6.532,-0.925,-0.187,35.716,12.434,1474,0.468113975576662,1865.82,0.0627177700348432
"E01024161",298,1.072,18.784,0.092,0.066,22.517,-0.255,0.34,18.985,45.898,2018,0.330525272547076,9609.52,0.155364372469636
"E01024162",37,1.453,25.335,0.088,0.072,23.288,-0.252,0.917,39.208,47.349,2071,0.313858039594399,3570.69,0.14760147601476
"E01024163",115,1.598,20.98,0.07,0.076,16.235,-0.185,1.251,18.485,44.819,1745,0.406303724928367,5132.35,0.165926748057714
"E01024164",96,0.781,21.099,0.09,0.068,16.702,-0.488,0.811,23.856,53.435,2038,0.346418056918548,8860.87,0.195789473684211
"E01024165",21,0.404,42.257,0.257,0.182,49.822,0.714,0.999,30.329,22.021,1577,0.425491439441978,10513.33,0.134602757715036
"E01024166",102,0.815,30.363,0.172,0.116,35.053,0.339,0.567,34.606,28.784,1694,0.393742621015348,7365.22,0.141348973607038
"E01024167",253,0.465,25.224,0.126,0.093,24.641,0.132,0.842,27.974,35.759,1948,0.429158110882957,2404.94,0.14028384279476
"E01024168",13,0.796,21.974,0.106,0.087,22.649,0.371,0.45,23.658,32.928,1218,0.431034482758621,3480,0.102646351242983
"E01024169",88,2.156,26.618,0.141,0.105,28.408,0.163,1.254,23.753,22.307,2086,0.418983700862895,6953.33,0.135099337748344
"E01024170",66,2.375,37.742,0.212,0.153,37.812,0.645,1.302,26.933,30.796,1504,0.396941489361702,1566.67,0.131189710610932
"E01024171",45,2.968,19.552,0.094,0.076,25.505,-0.122,1.005,19.662,21.674,1498,0.373164218958612,2109.86,0.0847240051347882
"E01024172",73,3.509,17.337,0.078,0.047,15.162,0.038,-0.327,28.323,48.796,2030,0.297536945812808,683.5,0.121761658031088
"E01024173",214,2.082,16.881,0.054,0.044,14.814,-0.631,0.43,44.627,29.373,1792,0.470982142857143,536.53,0.0440602342442833
"E01024174",159,3.965,17.978,0.095,0.077,17.719,0.055,0.262,22.232,30.567,1111,0.406840684068407,569.74,0.0479094076655052
"E01024175",97,4.05,10.136,0.05,0.036,13.184,-0.391,0.12,18.314,28.919,1326,0.426093514328808,591.96,0.0403413498836307
"E01024176",54,6.377,27.283,0.147,0.099,30.496,0.373,0.917,16.757,39.816,1807,0.403984504703929,5646.88,0.0688622754491018
"E01024177",56,5.816,40.928,0.261,0.186,42.51,0.413,1.32,27.67,18.205,1517,0.437705998681608,4100,0.0738161559888579
"E01024178",68,5.974,25.37,0.155,0.114,34.659,-0.144,0.755,17.094,28.659,1620,0.387654320987654,7043.48,0.0634920634920635
"E01024179",102,6.17,20.271,0.115,0.069,25.974,-0.063,0.809,25.318,20.594,3105,0.331400966183575,924.11,0.156194533191338
"E01024180",338,1.704,16.048,0.065,0.049,23.805,0.094,0.608,25.933,19.987,1729,0.311740890688259,2470,0.168523676880223
"E01024181",160,1.407,20.067,0.07,0.058,16.057,-0.318,1.462,21.619,40.488,1368,0.376461988304094,4717.24,0.210332103321033
"E01024182",251,0.604,26.374,0.123,0.092,19.059,0.394,1.2,30.147,30.432,1724,0.299883990719258,4310,0.273711012094208
"E01024183",349,1.467,9.943,0.043,0.036,9.671,-1.01,0.802,10.552,30.891,1382,0.441389290882779,4064.71,0.117774566473988
"E01024184",111,1.146,10.368,0.053,0.043,8.095,-0.564,0.186,20.85,30.224,2124,0.377118644067797,8850,0.209466263846928
"E01024185",348,0.927,11.73,0.068,0.057,9.039,-0.312,0.296,17.301,24.287,2173,0.397146801656696,4100,0.191438191438191
"E01024186",333,1.505,7.509,0.048,0.029,12.387,-0.815,-0.453,15.188,27.772,1359,0.422369389256806,5662.5,0.117691723614275
"E01024187",97,1.133,15.546,0.048,0.048,12.427,-0.431,0.142,42.396,29.554,1088,0.481617647058823,1908.77,0.0521114106019767
"E01024188",146,0.7,14.188,0.052,0.058,10.631,-0.284,0.534,32.613,19.996,1372,0.483965014577259,846.91,0.0739893211289092
"E01024189",208,1.568,16.321,0.089,0.071,14.991,-0.133,0.097,31.027,19.152,1501,0.485676215856096,798.4,0.0583756345177665
"E01024190",36,12.328,23.903,0.113,0.093,28.891,-0.102,0.135,43.53,19.535,1475,0.462372881355932,108.3,0.0288659793814433
"E01024191",121,13.003,22.672,0.145,0.11,41.344,0.137,0.404,14.44,6.338,1744,0.415711009174312,1875.27,0.021689497716895
"E01024192",10,13.007,38.853,0.208,0.191,69.966,0.846,0.184,18.995,12.228,1761,0.475865985235662,1796.94,0.0206124852767963
"E01024193",4,10.562,48.24,0.286,0.233,55.323,1.096,1.088,26.433,4.906,1647,0.434729811778992,8668.42,0.0185758513931888
"E01024194",6,10.697,22.338,0.156,0.113,26.304,-0.106,0.372,12.454,27.072,1518,0.33201581027668,9487.5,0.0239043824701195
"E01024195",14,10.154,29.555,0.167,0.126,39.129,0.014,1.013,32.697,9.228,1454,0.385832187070151,1514.58,0.0242165242165242
"E01024196",6,10.048,47.654,0.279,0.207,57.919,0.585,1.708,31.548,5.569,1578,0.425855513307985,4152.63,0.0242261103633916
"E01024197",19,10.777,25.627,0.146,0.137,40.187,0.109,0.686,16.86,8.245,1572,0.429389312977099,6046.15,0.0216698534098152
"E01024198",232,4.464,19.489,0.091,0.085,16.348,-0.24,-0.125,41.137,22.369,2403,0.549729504785684,166.53,0.0161908819769919
"E01024200",92,6.765,22.517,0.071,0.078,12.568,-0.301,-0.27,46.682,50.551,1735,0.485878962536023,60.56,0.0234151913192462
"E01024201",17,3.381,20.674,0.085,0.081,14.265,-0.454,-0.33,40.142,44.264,1600,0.46625,115.03,0.0136897001303781
"E01024202",66,7.894,17.787,0.138,0.125,17.44,-0.234,-0.501,16.561,9.098,1935,0.502842377260982,507.87,0.0188087774294671
"E01024203",16,12.314,11.031,0.051,0.046,4.93,-0.608,-0.223,29.793,31.576,1618,0.502472187886279,62.86,0.0168539325842697
"E01024204",23,10.113,21.775,0.153,0.148,23.571,0.081,0.023,13.337,5.8,1615,0.488544891640867,321.07,0.0338983050847458
"E01024205",97,9.384,15.502,0.122,0.102,16.805,-0.173,-0.499,16.633,7.506,1642,0.456151035322777,428.72,0.0191358024691358
"E01024206",193,8.194,21.144,0.088,0.077,19.003,-0.43,-0.549,45.678,36.696,1795,0.486908077994429,76.48,0.0122290161200667
"E01024207",183,8.587,17.924,0.078,0.059,6.731,-0.407,-0.585,40.057,47.229,1787,0.504196978175713,103.41,0.0203632361034672
"E01024208",79,6.9,23.468,0.129,0.101,14.73,-0.023,-0.139,42.174,27.893,1669,0.472139005392451,112.77,0.0259259259259259
"E01024209",288,11.208,9.948,0.082,0.057,5.267,-0.654,-0.59,17.999,25.225,1811,0.505245720596356,177.9,0.0230985915492957
"E01024212",38,9.835,17.533,0.083,0.073,16.836,-0.209,0.347,28.253,29.865,1517,0.443638760711931,736.41,0.022860875244938
"E01024213",118,9.883,7.285,0.049,0.046,16.36,-0.393,-0.468,12.839,6.917,1398,0.452074391988555,2291.8,0.0172786177105831
"E01024214",18,10.551,42.264,0.238,0.176,61.862,0.722,1.116,20.305,28.51,1704,0.414319248826291,9466.67,0.0456161137440758
"E01024215",11,10.919,50.474,0.287,0.214,57.819,0.821,1.686,23.783,30.277,1709,0.342890579286132,4747.22,0.106567534076828
"E01024216",61,10.2,19.247,0.11,0.078,26.873,-0.07,0.729,12.714,25.629,1511,0.397088021178028,7195.24,0.0234741784037559
"E01024217",24,1.786,27.58,0.19,0.138,28.74,0.071,0.413,30.542,10.033,2007,0.450921773791729,272.69,0.018957345971564
"E01024218",14,0.931,34.79,0.269,0.172,43.736,0.482,0.451,15.573,11.3,1239,0.426957223567393,3996.77,0.0156636438582028
"E01024219",100,1.762,28.509,0.2,0.171,26.677,0.612,0.088,19.205,4.255,1260,0.530952380952381,3000,0.0134428678117998
"E01024220",74,1.522,18.651,0.107,0.103,24.973,0.218,0.432,12.466,8.307,1607,0.527069072806472,1409.65,0.01125
"E01024221",149,1.339,8.79,0.058,0.058,6.578,-0.334,0.322,12.847,6.957,1559,0.489416292495189,4724.24,0.0177890724269377
"E01024222",18,1.047,24.142,0.165,0.133,30.4,0.052,0.439,19.779,5.963,1656,0.419685990338164,5520,0.0171865054105665
"E01024223",21,1.634,20.736,0.142,0.12,36.558,-0.058,-0.022,13.49,4.784,1555,0.430225080385852,3887.5,0.0206378986866792
"E01024224",83,1.359,11.302,0.074,0.077,16.717,-0.298,-0.429,14.87,7.988,1526,0.469855832241153,1426.17,0.0138705416116248
"E01024225",42,1.273,18.051,0.118,0.09,34.278,-0.05,-0.012,12.739,12.698,1680,0.433333333333333,7304.35,0.0124113475177305
"E01024226",30,2.052,22.656,0.165,0.136,29.532,0.153,-0.121,16.869,4.922,1500,0.443333333333333,1807.23,0.0162711864406779
"E01024227",18,2.821,17.98,0.13,0.093,27.045,0.184,-0.769,21.914,3.264,1510,0.452317880794702,4081.08,0.0224184782608695
"E01024228",25,1.588,19.348,0.128,0.092,13.108,-0.219,0.584,18.165,30.587,1488,0.473790322580645,4960,0.0357142857142857
"E01024229",18,2.408,18.8,0.139,0.111,20.987,-0.011,-0.321,17.916,13.5,1514,0.447159841479524,6056,0.0136986301369864
"E01024230",13,2.087,12.227,0.103,0.071,16.518,-0.733,-0.27,12.516,17.363,1422,0.517580872011252,6771.43,0.0239825581395349
"E01024231",52,1.02,20.335,0.119,0.111,19.516,0.352,0.207,20.909,14.053,1450,0.471724137931035,7250,0.0312093628088427
"E01024232",127,2.76,11.855,0.071,0.089,4.417,-0.627,-0.328,21.423,20.365,2037,0.556701030927835,319.28,0.0133004926108374
"E01024233",97,10.534,3.769,0.026,0.044,6.747,-0.752,-1.154,15.058,2.797,1604,0.471945137157107,3730.23,0.0143302180685358
"E01024234",181,9.293,14.644,0.045,0.073,9.315,-0.511,-0.229,42.774,16.893,1398,0.478540772532189,95.62,0.0153958944281525
"E01024235",135,10.828,8.972,0.062,0.048,10.111,0.063,-0.284,17.344,5.409,1637,0.517409896151497,3340.82,0.019435736677116
"E01024236",75,6.508,13.823,0.076,0.072,9,-0.449,-0.365,31.456,21.232,1672,0.513755980861244,99.94,0.00942211055276387
"E01024237",322,6.478,9.18,0.056,0.072,7.492,-0.239,-0.407,15.549,10.259,1543,0.616331821127673,318.8,0.0133079847908745
"E01024238",22,9.247,18.523,0.098,0.068,14.662,-0.41,-0.4,40.001,31.926,1408,0.399147727272727,141.08,0.318659329664832
"E01024239",22,10.958,30.29,0.17,0.123,39.674,0.554,1.094,19.037,19.983,1880,0.436702127659575,9894.74,0.0784982935153583
"E01024240",0,10.517,59.114,0.402,0.249,69.007,0.855,1.566,21.458,9.216,1692,0.443853427895981,1253.33,0.0296208530805687
"E01024241",25,11.105,35.452,0.215,0.149,33.357,0.456,1.83,16.461,20.167,2282,0.395267309377739,2564.04,0.0460893854748603
"E01024242",68,6.393,13.35,0.055,0.077,7.357,-0.54,-0.355,39.187,9.46,1838,0.506528835690969,97.92,0.0513812154696133
"E01024243",188,5.683,20.959,0.163,0.137,18.519,0.073,-0.605,19.309,9.929,1687,0.491404860699467,2720.97,0.0225921521997622
"E01024244",104,5.141,7.065,0.07,0.049,4.103,-0.735,-0.747,11.611,19.349,1767,0.544991511035654,462.57,0.0528409090909091
"E01024245",92,6.63,13.449,0.072,0.071,7.832,-0.609,-0.442,36.037,16.191,1819,0.500274876305662,151.84,0.016750418760469
"E01024246",59,11.036,38.312,0.218,0.164,56.39,0.266,1.44,17.865,24.119,2044,0.39334637964775,10220,0.0412573673870335
"E01024247",44,10.932,37.899,0.205,0.187,44.881,0.567,1.322,18.626,20.536,2240,0.379464285714286,8960,0.0758585340850846
"E01024248",53,10.799,33.219,0.223,0.171,42.299,0.267,0.884,15.927,13.864,2128,0.391917293233083,4948.84,0.0389473684210526
"E01024249",35,9.928,38.601,0.221,0.172,55.547,0.734,0.571,31.35,14.833,2214,0.450767841011743,603.27,0.0535714285714286
"E01024250",0,0.532,14.428,0.106,0.101,13.913,-0.139,-0.52,16.471,7.652,1629,0.523020257826888,4072.5,0.0167664670658683
"E01024251",40,1.162,14.138,0.101,0.082,7.58,-0.006,-0.596,28.557,5.119,1598,0.587609511889862,2663.33,0.010353227771011
"E01024252",143,0.349,12.059,0.096,0.078,8.093,-0.639,-0.035,15.303,17.784,2421,0.44940107393639,4483.33,0.0296698704554952
"E01024253",58,1.334,8.416,0.046,0.059,3.552,-0.743,-0.345,30.488,3.393,1749,0.596912521440823,993.75,0.0312319259687681
"E01024254",105,9.986,19.571,0.119,0.096,18.082,-0.198,0.574,31.142,4.125,2263,0.439239946973045,1052.56,0.0527289546716003
"E01024255",49,9.409,9.561,0.059,0.071,11.245,-0.075,-0.181,12.2,2.531,1571,0.570337364735837,606.56,0.0134788189987163
"E01024256",10,9.279,8.558,0.061,0.073,11.823,-0.417,-0.9,14.556,3.008,1412,0.504957507082153,630.36,0.0182841068917018
"E01024257",20,4.865,41.204,0.243,0.164,43.128,0.993,1.616,19.322,21.604,2178,0.326905417814509,11463.16,0.393241919686582
"E01024258",75,4.559,22.977,0.117,0.094,22.095,0.077,1.574,15.256,14.907,1598,0.369837296620776,4565.71,0.353453640323584
"E01024259",249,3.914,7.508,0.027,0.036,6.735,-1.183,0.744,14.778,17.447,1519,0.450296247531271,3616.67,0.0940561724363161
"E01024260",117,4.342,13.913,0.068,0.074,9.405,-0.293,0.746,12.82,24.49,1857,0.39472267097469,5305.71,0.13778256189451
"E01024261",230,3.05,11.142,0.044,0.046,16.416,-0.936,0.813,24.038,9.475,2201,0.495229441163108,621.75,0.073509015256588
